id1,regneighborhood,id2,id3,id4,timestamp,startps,textps1,laddernow,ladder1yrago,ladder1yr,ladder5yr,textps2,textps3,thinkbad,baddream,badagain,badbody,badaway,baddo,badshare,badhappy,badfuture,badvex,badhear,badscare,badjump,badsad,badtired,badeat,badimportant,badreact,badadvice,badtalk,badspoiled,badfrust,badspirit,baddry,badsat,badburn,hardjokes,cheat,troublesome,selfdiscipline,frustrated,threaten,takethings,endps,rsmps,date,dup,starthg,texthousing1,dwelling,dwellingoth,walls,wallsoth,roof,roofoth,floor,flooroth,sleepstreet4w,sleepstreet4wamt,sleepstreet4wamtunit,sleepstreetnow,watersource,watersourceoth,toilet,toiletoth,bathe,batheoth,ownhouse,payrent,rent,rentunit,rooms,ownbed,sleepdry,sleepsafe,moneysafe,foodsafe,bussafe,othersafe,threatlife4w,threatlife4wx,physattack4w,physattack4wx,fearattack,fearpeople,endhg,rsmhg,startdrugs,textdrug1,selfdrinkbeerwine,drinkbeerwinexamt,drinkbeerwinexamtunit,drinkbeerwinemuch,drinkbeerwine7ddys,selfdrinkgin,drinkginxamt,drinkginxamtunit,drinkginmuch,drinkgin7ddys,addboozeprob,addboozetoler,adboozecantstop,druggrass,druggrass7dx,druggrassxamt,druggrassevday,addgrassprob,addgrasstoler,adgrasscantstop,drugntgrss,drugntgrssspecify,drugntgrsspecifyoth,drugntgrss4wx,drugntgrss4wamt,drugntgrss4wamtunit,drugntgrssevday,addntgrssprob,addntgrsstoler,adntgrsscantstop,selfdrugsell,selfdrugsellspecify,selfdrugsellspecifyoth,enddrugs,rsmda
20125,Redlight,0,0,pq0160,6/27/2011 16:30,CLICK TO BEGIN,,5,4,7,10,,,3-One one time,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,27jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,27,Day,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,0,6-Other poor materials,1-Yes,1-Yes,0-No,0-No,0-No,0-No,N,,Y,2,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,25,LD,2-Some,2,0-No,,,,,3-One one time,2-Sometimes,1-Yes,1-Yes,7,20,0-No,1-Everytime,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20126,Redlight,0,0,pq0132,6/17/2011 10:35,CLICK TO BEGIN,,1,1,10,10,,,4-Never,3-One one time,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,4-Never,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,3-One one time,4-Never,4-Never,1-Everytime,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,7-Concrete/Cement,,1-Concrete/Stone,,N,,,N,3-Community well,,2-Own flush toilet,,2-Private bathroom,,Y,3-Free,,,5,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,15,USD,1-Plenty,7,1-Yes,80,LD,1-Plenty,5,1-Everytime,2-Sometimes,0-No,1-Yes,4,100,1-Yes,1-Everytime,1-Yes,0-No,1-Yes,1-Diazepan,,2,400,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,1-Yes,5-Cocaine,,CLICK TO CONTINUE,Resume later
20127,Redlight,0,0,D9585WQ28Y,6/24/2011 10:43,CLICK TO BEGIN,,1,1,2,7,,,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,1-Everytime,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,CLICK TO CONTINUE,Click to resume later,24jun2011,0,Click to begin,,96-Other,Warehouse,2-Cement/Stone blocks,,1- Zinc/Metal,,5-Bare ground,,Y,3,Week,N,1-Piped water,,8-Government toilet,,2-Private bathroom,,N,3-Free,,,1,1-Sponge mattress,"2-No, small water/leaks",1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,400,LD,1-Plenty,1,1-Yes,250,LD,1-Plenty,1,3-One one time,3-One one time,1-Yes,1-Yes,7,20,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,98-Refuse to answer,0-None,,CLICK TO CONTINUE,Resume later
20129,Redlight,0,0,ipaq5,6/22/2011 16:45,CLICK TO BEGIN,,2,3,10,10,,,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,96-Other,Booth,5-Straw/Thatch/Mats,,2-Tarpaulin/Plastic,,5-Bare ground,,Y,5,Day,Y,4-Buy in bag,,8-Government toilet,,96-Other,Take bath outside inthe night,N,3-Free,,,1,6-Other poor materials,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,Y,2,Y,2,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,5,USD,1-Plenty,0,0-No,,,,,3-One one time,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20131,Redlight,0,0,ipaq7,6/8/2011 15:04,CLICK TO BEGIN,,2,1,3,4,,,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,1-Everytime,3-One one time,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,1-Everytime,4-Never,4-Never,3-One one time,1-Everytime,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,1-House/Hut/Room in a house,,8-Plywood/Reused wood,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,5-Common pit latrine,,1-Community bathroom,,N,3-Free,,,1,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,7,10,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20132,Redlight,0,0,pz0163,6/28/2011 10:42,CLICK TO BEGIN,,2,1,5,7,,,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,1-Everytime,1-Everytime,2-Sometimes,1-Everytime,3-One one time,1-Everytime,1-Everytime,1-Everytime,3-One one time,2-Sometimes,4-Never,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,1-Everytime,CLICK TO CONTINUE,Click to resume later,28jun2011,0,Click to begin,,96-Other,Garage of ministy of Health,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,0,3-Mat,"3-No, big water",0-No,0-No,0-No,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,40,LD,3-Small,1,0-No,,,,,3-One one time,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20133,Redlight,0,0,pz0121,6/16/2011 14:50,CLICK TO BEGIN,,1,1,2,5,,,3-One one time,4-Never,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,2-Community pump,,2-Own flush toilet,,2-Private bathroom,,Y,3-Free,,,7,1-Sponge mattress,1-Yes,0-No,0-No,1-Yes,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,25,LD,3-Small,0,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20134,Redlight,0,0,ipaq5,6/24/2011 10:50,CLICK TO BEGIN,,1,1,8,10,,,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,4-Never,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,4-Never,3-One one time,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,24jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,3-Community well,,2-Own flush toilet,,2-Private bathroom,,Y,3-Free,,,15,1-Sponge mattress,"3-No, big water",1-Yes,0-No,1-Yes,0-No,1-Yes,N,,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,40,LD,3-Small,3,0-No,,,,,4-Never,4-Never,0-No,1-Yes,14,10,1-Yes,1-Everytime,0-No,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide,,28,2500,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20135,Redlight,0,0,pq0127,6/25/2011 10:19,CLICK TO BEGIN,,6,5,8,10,,,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,3-One one time,3-One one time,2-Sometimes,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,2-Sometimes,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,4-Never,3-One one time,4-Never,2-Sometimes,4-Never,CLICK TO CONTINUE,Click to resume later,25jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,2-Red earth,,N,,,N,2-Community pump,,5-Common pit latrine,,1-Community bathroom,,N,3-Free,,,3,1-Sponge mattress,1-Yes,0-No,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,1-Yes,750,LD,1-Plenty,3,1-Everytime,2-Sometimes,1-Yes,1-Yes,7,200,1-Yes,1-Everytime,1-Yes,1-Yes,1-Yes,2-Bubble/10-10/Valium;3-Italian/Tie White;4-Coco;5-Rolling Tide;6-Brown brown;7-Dugee;8-Cocaine,,12,6000,LD,1-Yes,1-Everytime,1-Yes,2-Sometimes,1-Yes,1-Marijuana/Grass/Opium;2-Diazepan/Bubble/10-10/Valium;3-Dugee/ItalianWhite/RollingTa;4-Brown-Brown;5-Cocaine;6-Heroin,,CLICK TO CONTINUE,Resume later
20136,Redlight,0,0,pz0163,6/9/2011 11:34,CLICK TO BEGIN,,5,3,7,9,,,2-Sometimes,2-Sometimes,4-Never,1-Everytime,4-Never,4-Never,3-One one time,3-One one time,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,09jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,3-Community well,,5-Common pit latrine,,3-River / Beach / Outside,,N,3-Free,,,4,1-Sponge mattress,"2-No, small water/leaks",1-Yes,0-No,1-Yes,0-No,1-Yes,N,,Y,1,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,110,LD,3-Small,0,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20137,Redlight,0,0,pq0160,6/21/2011 13:28,CLICK TO BEGIN,,1,1,1,3,,,1-Everytime,1-Everytime,1-Everytime,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,3-One one time,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,1-Everytime,3-One one time,2-Sometimes,3-One one time,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,3-One one time,1-Everytime,CLICK TO CONTINUE,Click to resume later,21jun2011,0,Click to begin,,1-House/Hut/Room in a house,,5-Straw/Thatch/Mats,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,N,2-Services,,,1,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,N,,Y,1,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,28,350,1-Yes,1-Everytime,1-Yes,0-No,1-Yes,3-Italian/Tie White;4-Coco,,28,10000,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20138,Redlight,0,0,pq0132,6/27/2011 17:40,CLICK TO BEGIN,,1,1,3,8,,,2-Sometimes,2-Sometimes,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,3-One one time,4-Never,3-One one time,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,27jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,7-Concrete/Cement,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,1-Rent,300,LD,-97,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,1-Yes,0-No,1-Yes,N,,Y,1,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,20,USD,1-Plenty,1,0-No,,,,,2-Sometimes,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20139,Redlight,0,0,pq0129,6/18/2011 11:10,CLICK TO BEGIN,,1,10,3,5,,,1-Everytime,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,4-Never,2-Sometimes,1-Everytime,3-One one time,1-Everytime,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,18jun2011,0,Click to begin,,1-House/Hut/Room in a house,,5-Straw/Thatch/Mats,,2-Tarpaulin/Plastic,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,Y,3-Free,,,3,1-Sponge mattress,"3-No, big water",0-No,0-No,1-Yes,1-Yes,0-No,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,20,LD,3-Small,1,0-No,,,,,2-Sometimes,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20142,Redlight,0,0,pq0127,6/17/2011 17:06,CLICK TO BEGIN,,3,5,6,8,,,3-One one time,4-Never,4-Never,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,3-One one time,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,4-Never,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,1-House/Hut/Room in a house,,5-Straw/Thatch/Mats,,3-Thatch/Palm leaf,,2-Red earth,,N,,,N,2-Community pump,,1-Bush,,3-River / Beach / Outside,,Y,3-Free,,,2,3-Mat,"3-No, big water",0-No,0-No,0-No,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20143,Redlight,0,0,pq0132,6/22/2011 11:29,CLICK TO BEGIN,,2,2,4,6,,,3-One one time,4-Never,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,1-Everytime,4-Never,3-One one time,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,4-Never,94-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,2-Community pump,,2-Own flush toilet,,2-Private bathroom,,N,1-Rent,300,LD,5,2-Straw mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,1200,LD,2-Some,0,1-Yes,500,LD,1-Plenty,7,1-Everytime,3-One one time,1-Yes,1-Yes,7,10,1-Yes,1-Everytime,1-Yes,1-Yes,1-Yes,3-Italian/Tie White,,0,1000,LD,0-No,,,,0-No,,,CLICK TO CONTINUE,Resume later
20144,Redlight,0,0,pq0131,6/9/2011 11:07,CLICK TO BEGIN,,1,3,4,6,,,1-Everytime,3-One one time,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,1-Everytime,1-Everytime,1-Everytime,4-Never,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,09jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,2-Tarpaulin/Plastic,,2-Red earth,,N,,,N,2-Community pump,,8-Government toilet,,96-Other,Pay & BATH Bath room,N,2-Services,,,2,3-Mat,"3-No, big water",0-No,0-No,0-No,0-No,0-No,N,,Y,4,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,100,LD,1-Plenty,1,1-Yes,50,LD,1-Plenty,7,4-Never,1-Everytime,1-Yes,1-Yes,7,200,1-Yes,4-Never,0-No,0-No,1-Yes,1-Diazepan;2-Bubble/10-10/Valium;3-Italian/Tie White;5-Rolling Tide;6-Brown brown;8-Cocaine,,10,2000,LD,1-Yes,4-Never,0-No,1-Everytime,1-Yes,1-Marijuana/Grass/Opium;3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20145,Redlight,0,0,pz0162,1/1/2005 18:00,CLICK TO BEGIN,,1,1,2,3,,,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,CLICK TO CONTINUE,Click to resume later,01jan2005,0,Click to begin,,1-House/Hut/Room in a house,,3-Mud and sticks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,1-Rent,450,LD,3,5-Other bed,1-Yes,0-No,1-Yes,1-Yes,1-Yes,0-No,N,,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,40,LD,1-Plenty,2,1-Yes,20,LD,3-Small,6,3-One one time,4-Never,1-Yes,1-Yes,7,20,1-Yes,3-One one time,0-No,1-Yes,1-Yes,3-Italian/Tie White;5-Rolling Tide;6-Brown brown;7-Dugee,,10,4000,LD,1-Yes,3-One one time,0-No,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20146,Redlight,0,0,pq0132,6/8/2011 14:24,CLICK TO BEGIN,,2,1,3,5,,,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,1-House/Hut/Room in a house,,7-Mud bricks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,2-Community pump,,4-Own latrine,,2-Private bathroom,,N,1-Rent,500,LD,3,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,Y,1,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,80,LD,2-Some,4,0-No,,,,,4-Never,2-Sometimes,0-No,1-Yes,1,20,0-No,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,1-Yes,1-Marijuana/Grass/Opium,,CLICK TO CONTINUE,Resume later
20147,Redlight,0,0,pq0131,6/8/2011 15:12,CLICK TO BEGIN,,3,2,5,6,,,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,4-Never,2-Sometimes,1-Everytime,4-Never,4-Never,4-Never,3-One one time,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/Stone,,Y,3,Day,Y,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,1,3-Mat,"3-No, big water",0-No,0-No,0-No,0-No,0-No,Y,2,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20148,Redlight,0,0,D9585WQ28Y,6/28/2011 10:46,CLICK TO BEGIN,,1,2,10,10,,,2-Sometimes,4-Never,4-Never,1-Everytime,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,3-One one time,3-One one time,4-Never,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,CLICK TO CONTINUE,Click to resume later,28jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,7-Concrete/Cement,,1-Concrete/Stone,,Y,2,Week,N,4-Buy in bag,,7-River / Creek / Beach,,3-River / Beach / Outside,,N,3-Free,,,8,3-Mat,"3-No, big water",1-Yes,0-No,0-No,0-No,1-Yes,Y,10,N,,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20150,Redlight,0,0,pz0125,7/1/2011 10:40,CLICK TO BEGIN,,2,1,5,8,,,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,1-Everytime,2-Sometimes,4-Never,2-Sometimes,3-One one time,2-Sometimes,4-Never,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,4-Never,1-Everytime,1-Everytime,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,4-Never,4-Never,2-Sometimes,1-Everytime,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,01jul2011,0,Click to begin,,1-House/Hut/Room in a house,,10-Wood planks/Shingles,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,4-Buy in bag,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,1,6-Other poor materials,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,50,LD,3-Small,2,0-No,,,,,4-Never,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
